日期,,1号线,2号线,3号线,4号线,5号线,6号线,7号线,8号线,9号线,10号线,11号线,12号线,13号线,16号线,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.10.16,7185134,897417,1143858,395010,523660,107140,287419,518742,722056,578838,620993,602021,388559,245698,153723,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10.16,10555521,1260921,1607196,569401,880541,153008,454013,824847,1017574,918435,826514,835176,633158,397965,176772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10.16,10613186,1270519,1602610,569907,887802,150790,453539,840936,1033652,926295,832417,830872,639177,403745,170925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.10.16,10083329,1197044,1523076,540987,848504,142607,430897,829818,994479,870941,776967,769064,612389,389897,156659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.10.16,10386298,1234180,1583689,552965,864300,146661,441092,851019,1008933,900477,810093,798180,626587,400383,167739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.16,11228463,1355940,1733461,594970,919560,162334,473156,890768,1089992,966269,881024,871997,670435,422178,196379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.10.16,8070353,1009646,1231161,430756,599289,119180,327886,607223,833759,673350,684481,660738,441588,294262,157034,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.10.16,7646026,961723,1162325,418392,576626,113908,301700,552880,776120,635692,650513,656067,415677,261751,162652,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.10.16,10348482,1231256,1557890,558815,863078,150066,443755,821255,1001217,905651,803706,815472,629381,398516,168424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11.16,10619890,1263065,1617531,568445,879472,152684,450731,847035,1026024,931153,840070,829411,641368,401081,171820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.16,10697518,1267474,1651568,569099,882491,157026,450663,853915,1032196,929754,844730,834248,643725,405665,174964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.11.16,10680874,1265250,1650610,571077,880541,151439,452382,845060,1036334,926894,846534,832966,641515,404481,175791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.11.16,11308764,1364664,1761879,605887,919077,165132,476745,870999,1092248,980597,878082,893032,671901,421698,206823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.11.16,8199356,1026211,1263664,445704,599759,123042,328682,599261,849545,693057,681286,685340,446998,288590,168217,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.11.16,7408714,928934,1134836,409799,539420,111921,298078,536532,749286,610606,611912,656565,395712,251414,173699,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.11.16,10452590,1246455,1570934,561884,874781,150203,447542,847324,1011941,912230,795747,821269,634638,404292,173350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.11.16,10238024,1218609,1543577,549688,862605,143501,441478,843813,997651,879075,789732,785513,624498,398938,159346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.11.16,10505859,1249656,1580075,560706,876589,147031,451147,857409,1020218,917049,816291,811202,644317,404804,169365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11.16,10577097,1262001,1596447,567193,880641,150652,451873,836189,1030159,921399,833293,819603,647403,406774,173470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.16,11391990,1377551,1753538,605855,926919,167416,483377,877791,1099901,988215,905797,890495,683882,425431,205822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.11.16,7988999,1000296,1205331,428315,591319,117266,323467,594083,822625,676158,682074,665467,437327,286631,158640,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11.16,6913590,867907,1057537,383283,503702,103957,279223,505346,693085,568475,573449,610052,372373,239023,156178,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.16,10369090,1232253,1551036,558691,868094,150565,450375,826660,1000011,904413,802108,824448,631989,395557,172890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.11.16,10506845,1251322,1568600,562793,881959,149413,452383,835568,1023289,922060,821919,822285,640969,403237,171048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.11.16,10474031,1250162,1566187,566253,879769,149511,450795,827236,1016789,916347,820586,814353,641081,403619,171343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.11.16,10193518,1219076,1527302,549281,852622,147735,438552,802752,984535,893465,801248,788940,625248,397281,165481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.11.16,11083618,1338363,1680067,595531,907293,165479,472368,856494,1081433,961547,867939,871389,667682,419125,198908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.11.16,7881377,991507,1184184,421227,582567,118524,319689,584119,810707,667743,662584,655664,432623,289547,160692,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11.16,7069064,884415,1080862,394827,516178,105953,286003,517608,718391,582225,583248,609721,384057,245846,159730,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.11.16,10356331,1236150,1552229,560262,864446,150450,445168,832181,999469,900470,799138,812526,634135,397862,171845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.11.16,10451173,1239441,1578640,554227,871181,147433,448804,867522,1023501,905769,810919,798968,636788,402995,164985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.11.16,10414288,1227293,1583665,547559,868464,146270,447266,873020,1006315,902540,810230,790809,640428,407139,163290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.11.16,10636935,1256441,1617381,566345,880820,149338,453456,875030,1026691,918020,842480,819559,647377,412544,171453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.11.16,11181880,1341181,1703937,599422,915683,162517,476786,886645,1083143,964590,879852,867305,679886,424778,196155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.11.16,7017930,879612,1044528,378126,532110,103512,285751,526597,745504,584788,584489,566729,393126,264406,128652,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.11.16,7568641,934999,1157688,410842,555743,110801,309565,545343,777046,620226,646590,650837,414160,267291,167510,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.11.16,10515608,1251090,1573109,569558,876700,152557,454910,831347,1018808,919371,815597,829692,642685,406057,174127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.11.16,10532920,1248248,1591018,565104,876573,148828,453828,836693,1029706,917046,822792,819466,646859,408525,168234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.11.16,10499647,1240819,1612374,561834,875439,150656,455680,829292,1009681,910326,823925,814513,639739,408181,167188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12.16,10575703,1247975,1633768,562177,873386,150590,450833,842378,1020860,913597,834663,823333,642333,407084,172726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12.16,11284437,1342769,1758119,602611,917602,162164,477333,887624,1088341,971207,891945,883402,673728,427054,200538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.12.16,8286343,1018422,1290702,431047,609016,120629,332215,657516,855341,687110,700468,681411,439881,293989,168596,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.12.16,7184464,888832,1095381,391728,533070,105603,288609,550351,720976,592797,594385,628513,383528,250365,160326,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.12.16,10429048,1241018,1547301,561359,871768,155695,451513,826880,1010791,915747,804462,828958,635812,403092,174652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.12.16,10424382,1233101,1555383,559272,873131,148001,450967,831858,1018028,913524,812428,814747,638448,407167,168327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.12.16,10430223,1232100,1560515,559023,869924,148218,450897,836837,1013928,913622,811592,818151,637928,408539,168949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.12.16,10439687,1235348,1563256,558398,868079,150145,449902,837169,1011367,913809,816511,816538,637971,408703,172491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.12.16,11146942,1335373,1694863,594640,910812,162054,481314,869690,1077961,973206,870707,877063,673890,425551,199818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.12.16,8148280,1013157,1222545,426623,601274,120294,329902,603753,878727,688686,679896,681445,440666,298878,162434,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.12.16,7256414,898434,1103023,386026,523420,107746,295918,531411,772320,598550,602006,636434,386947,251799,162380,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.12.16,10431998,1241713,1557683,561067,867455,151884,451305,824435,1009668,912415,807394,831188,638971,403317,173503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.12.16,10005289,1183101,1493715,535486,838983,143511,434854,802266,972863,876550,774178,776166,620058,394675,158883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.12.16,10297948,1220239,1536253,550759,861937,147993,446205,823037,1002531,903327,802658,798818,632936,406653,164602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.12.16,10391504,1234880,1553325,553728,864157,146433,448506,828907,1013130,909069,817750,810427,635619,409264,166309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.12.16,11036005,1328098,1672648,587743,904141,160497,472062,858522,1076471,963316,869017,862760,667186,425373,188171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.12.16,8015364,1003146,1214033,425592,587458,123084,322162,594424,834790,680308,668126,671491,438334,294256,158160,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.12.16,7325743,914990,1114266,402470,535268,112517,296826,535265,742324,604892,610239,642037,396382,260816,157451,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.12.16,10493844,1245428,1562789,564184,873609,152209,451883,827953,1018498,920566,813113,842404,640489,406183,174536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.12.16,10286283,1220676,1537711,551643,860201,147405,445142,818270,1002563,899062,800057,803547,632763,405591,161652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12.16,10240857,1208561,1527505,549722,850211,155810,443684,812038,991514,889582,785076,835280,627085,401240,163549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.12.16,10407654,1240363,1561037,557082,863942,147543,447594,823746,1013651,910168,813129,811722,639107,409777,168793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.12.16,11195586,1353379,1703185,592972,909647,163473,473197,865240,1088050,976020,880050,881596,679539,431138,198100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.12.16,8590419,1121030,1326169,441577,616838,127002,335928,622537,888004,720370,753149,682557,468961,329890,156407,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.12.16,6950376,899018,1062153,373547,504539,107124,271291,502533,715390,571775,583468,579343,379968,256206,144021,——,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12.16,10051032,1196057,1493842,541547,838636,144423,433225,796974,982157,880238,779153,785867,618394,397947,162572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.12.16,10346276,1233979,1551151,549947,858262,145661,443857,819595,1013950,908687,810162,804148,634635,408893,163349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.16,10435480,1237414,1566826,554576,866339,146972,451439,824521,1026884,911095,816209,812152,642404,413078,165571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.12.16,10512488,1248784,1588831,558319,865651,147707,451555,825416,1028205,917873,826532,821993,646835,412574,172213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.16,11135328,1349062,1701591,592590,901206,160430,467173,847977,1092160,971075,888009,875460,666265,425357,196973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.16,8519085,1120101,1404167,428365,580890,119207,323256,572348,874481,728277,765574,690355,444715,299528,167821,元旦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1.17,7687427,964487,1276845,378292,495340,112232,277728,514174,778507,651601,724095,682624,396581,267667,167254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1.17,6755948,855703,1093781,378835,479289,97727,263858,473521,672136,548966,581859,575018,357753,229616,147886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
